Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column11	Column12
Zaranj Airport	Zaranj	Afghanistan	ZAJ	OAZJ	30.972222	61.865833	U	Asia/Kabul
Bahrain International Airport	Bahrain	Bahrain	BAH	OBBI	26.27079964	50.63359833	U	Asia/Bahrain
Sheik Isa Air Base	Bahrain	Bahrain	\N	OBBS	25.91839981	50.59059906	U	Asia/Bahrain
Abha Regional Airport	Abha	Saudi Arabia	AHB	OEAB	18.24040031	42.65660095	U	Asia/Riyadh
Al Ahsa Airport	Al-ahsa	Saudi Arabia	HOF	OEAH	25.2852993	49.48519897	U	Asia/Riyadh
Majeed Bin Abdulaziz Airport	Al-Ula	Saudi Arabia	ULH	OEAO	26.48	38.12888889	N	Asia/Riyadh
Al Baha Airport	El-baha	Saudi Arabia	ABT	OEBA	20.29610062	41.63430023	U	Asia/Riyadh
Bisha Airport	Bisha	Saudi Arabia	BHH	OEBH	19.9843998	42.6208992	U	Asia/Riyadh
Abqaiq Airport	Abqaiq	Saudi Arabia	\N	OEBQ	25.91130066	49.59120178	U	Asia/Riyadh
King Fahd International Airport	Dammam	Saudi Arabia	DMM	OEDF	26.47120094	49.79790115	U	Asia/Riyadh
King Salman Abdulaziz Airport		Saudi Arabia	DWD	OEDM	24.4499	44.121201	\N	\N
King Abdulaziz Air Base	Dhahran	Saudi Arabia	DHA	OEDR	26.26539993	50.15200043	U	Asia/Riyadh
Dawadmi Domestic Airport	Dawadmi	Saudi Arabia	\N	OEDW	24.5	44.40000153	U	Asia/Riyadh
Jizan Regional Airport	Gizan	Saudi Arabia	GIZ	OEGN	16.90110016	42.58580017	U	Asia/Riyadh
Gassim Airport	Gassim	Saudi Arabia	ELQ	OEGS	26.30279922	43.7743988	U	Asia/Riyadh
Gurayat Domestic Airport	Guriat	Saudi Arabia	URY	OEGT	31.412413	37.278898	U	Asia/Riyadh
Ha'il Airport	Hail	Saudi Arabia	HAS	OEHL	27.437901	41.686298	U	Asia/Riyadh
Jubail Airport	Jubail	Saudi Arabia	QJB	OEJB	27.03899956	49.40510178	U	Asia/Riyadh
King Faisal Naval Base	Jeddah	Saudi Arabia	\N	OEJF	21.34810066	39.17300034	U	Asia/Riyadh
King Abdulaziz International Airport	Jeddah	Saudi Arabia	JED	OEJN	21.6796	39.156502	U	Asia/Riyadh
King Khaled Military City Airport	King Khalid Mil.city	Saudi Arabia	KMC	OEKK	27.9009	45.528198	U	Asia/Riyadh
King Khaled Air Base		Saudi Arabia	KMX	OEKM	18.29730034	42.80350113	\N	\N
Prince Mohammad Bin Abdulaziz Airport	Madinah	Saudi Arabia	MED	OEMA	24.5534	39.705101	U	Asia/Riyadh
Nejran Airport	Nejran	Saudi Arabia	EAM	OENG	17.6114006	44.4192009	U	Asia/Riyadh
Al Qaisumah/Hafr Al Batin Airport	Hafr Al-batin	Saudi Arabia	AQI	OEPA	28.335199	46.125099	U	Asia/Riyadh
Pump Station 3 Airport	Petroline 3	Saudi Arabia	\N	OEPC	25.17449951	47.48839951	U	Asia/Riyadh
Pump Station 6 Airport	Petroline 6	Saudi Arabia	\N	OEPF	24.71030045	44.96450043	U	Asia/Riyadh
Pump Station 10 Airport	Petroline 10	Saudi Arabia	\N	OEPJ	24.1072998	41.0359993	U	Asia/Riyadh
Prince Sultan Air Base	Al Kharj	Saudi Arabia	AKH	OEPS	24.06270027	47.58050156	N	Asia/Riyadh
Rabigh Airport	Rabigh	Saudi Arabia	\N	OERB	22.70260048	39.06980133	U	Asia/Riyadh
Rafha Domestic Airport	Rafha	Saudi Arabia	RAH	OERF	29.62639999	43.49060059	U	Asia/Riyadh
King Khaled International Airport	Riyadh	Saudi Arabia	RUH	OERK	24.95759964	46.69879913	U	Asia/Riyadh
Ras Mishab Airport	Rash Mishab	Saudi Arabia	\N	OERM	28.07959938	48.61100006	U	Asia/Riyadh
Arar Domestic Airport	Arar	Saudi Arabia	RAE	OERR	30.90660095	41.13819885	U	Asia/Riyadh
Ras Tanura Airport	Ras Tanura	Saudi Arabia	\N	OERT	26.72310066	50.03079987	U	Asia/Riyadh
Riyadh Air Base	Riyadh	Saudi Arabia	XXN	OERY	24.70980072	46.72520065	\N	\N
Shaibah Airport	Shaybah	Saudi Arabia	\N	OESB	22.51449966	53.96409988	N	Asia/Riyadh
Sharurah Airport	Sharurah	Saudi Arabia	SHW	OESH	17.46689987	47.12139893	U	Asia/Riyadh
Al-Jawf Domestic Airport	Al-Jawf	Saudi Arabia	AJF	OESK	29.78510094	40.09999847	U	Asia/Riyadh
Sulayel Airport	Sulayel	Saudi Arabia	SLF	OESL	20.4647007	45.61959839	U	Asia/Riyadh
Tabuk Airport	Tabuk	Saudi Arabia	TUU	OETB	28.3654	36.6189	U	Asia/Riyadh
Ta’if Regional Airport	Taif	Saudi Arabia	TIF	OETF	21.483001	40.543442	U	Asia/Riyadh
Thumamah Airport	Thumamah	Saudi Arabia	\N	OETH	25.21299934	46.64099884	U	Asia/Riyadh
Ras Tanajib Airport	Ras Tanajib	Saudi Arabia	\N	OETN	27.86779976	48.76910019	U	Asia/Riyadh
Turaif Domestic Airport	Turaif	Saudi Arabia	TUI	OETR	31.692188	38.731544	U	Asia/Riyadh
Wadi Al Dawasir Airport	Wadi-al-dawasir	Saudi Arabia	WAE	OEWD	20.50429916	45.19960022	U	Asia/Riyadh
Al Wajh Domestic Airport	Wejh	Saudi Arabia	EJH	OEWJ	26.19860077	36.47639847	U	Asia/Riyadh
Prince Abdulmohsin Bin Abdulaziz Airport	Yenbo	Saudi Arabia	YNB	OEYN	24.144199	38.0634	U	Asia/Riyadh
Longview Ranch Airport	Longview	United States	\N	OG39	44.6617012	-119.6520004	A	America/Los_Angeles
Abadan Airport	Abadan	Iran	ABD	OIAA	30.37109947	48.22829819	E	Asia/Tehran
Dezful Airport	Dezful	Iran	DEF	OIAD	32.434399	48.397598	E	Asia/Tehran
Aghajari Airport	Aghajari	Iran	AKW	OIAG	30.7444	49.6772	E	Asia/Tehran
Gachsaran Airport	Gachsaran	Iran	GCH	OIAH	30.33760071	50.82799912	E	Asia/Tehran
Shahid Asyaee Airport	Masjed Soleiman	Iran	\N	OIAI	32.00239944	49.270401	E	Asia/Tehran
Omidiyeh Airport	Omidyeh	Iran	OMI	OIAJ	30.83519936	49.53490067	E	Asia/Tehran
Mahshahr Airport	Bandar Mahshahr	Iran	MRX	OIAM	30.55620003	49.15190125	E	Asia/Tehran
Ahwaz Airport	Ahwaz	Iran	AWZ	OIAW	31.33740044	48.76200104	E	Asia/Tehran
Abu Musa Island Airport	Abumusa I.	Iran	AEU	OIBA	25.8757	55.033001	E	Asia/Tehran
Bushehr Airport	Bushehr	Iran	BUZ	OIBB	28.94479942	50.83459854	E	Asia/Tehran
Bastak Airport	Bastak	Iran	\N	OIBH	27.21269989	54.3185997	E	Asia/Tehran
Asaloyeh Airport	Golbandi	Iran	\N	OIBI	27.4814	52.615501	E	Asia/Tehran
Jam Airport	Kangan	Iran	KNR	OIBJ	27.82049942	52.35219955	\N	\N
Kish International Airport	Kish Island	Iran	KIH	OIBK	26.52619934	53.98020172	E	Asia/Tehran
Bandar Lengeh Airport	Bandar Lengeh	Iran	BDH	OIBL	26.53199959	54.82479858	E	Asia/Tehran
Persian Gulf International Airport	Khalije Fars	Iran	PGU	OIBP	27.379601	52.737701	U	Asia/Tehran
Khark Island Airport	Khark Island	Iran	KHK	OIBQ	29.26029968	50.32389832	E	Asia/Tehran
Sirri Island Airport	Siri Island	Iran	SXI	OIBS	25.90889931	54.53939819	E	Asia/Tehran
Lavan Island Airport	Lavan Island	Iran	LVP	OIBV	26.81030083	53.35630035	E	Asia/Tehran
Shahid Ashrafi Esfahani Airport	Bakhtaran	Iran	KSH	OICC	34.34590149	47.15810013	E	Asia/Tehran
Ilam Airport	Ilam	Iran	IIL	OICI	33.58660126	46.40480042	E	Asia/Tehran
Khoram Abad Airport	Khorram Abad	Iran	KHD	OICK	33.4353981	48.28290176	E	Asia/Tehran
Sanandaj Airport	Sanandaj	Iran	SDG	OICS	35.2458992	47.00920105	E	Asia/Tehran
Hesa Airport	Daran	Iran	IFH	OIFE	32.92890167	51.56110001	E	Asia/Tehran
Shahid Vatan Pour Air Base	Esfahan	Iran	\N	OIFH	32.56700134	51.6916008	E	Asia/Tehran
Kashan Airport	Kashan	Iran	KKS	OIFK	33.895302	51.577	E	Asia/Tehran
Esfahan Shahid Beheshti International Airport	Esfahan	Iran	IFN	OIFM	32.75080109	51.86130142	E	Asia/Tehran
Badr Air Base	Sepah	Iran	\N	OIFP	32.62110138	51.6969986	E	Asia/Tehran
Shahrekord Airport	Shahre Kord	Iran	CQD	OIFS	32.29719925	50.84220123	E	Asia/Tehran
Sardar-e-Jangal Airport	Rasht	Iran	RAS	OIGG	37.323333	49.617778	E	Asia/Tehran
Hamadan Airport	Hamadan	Iran	HDM	OIHH	34.86920166	48.55250168	E	Asia/Tehran
Arak Airport	Arak	Iran	AJK	OIHR	34.13809967	49.84730148	E	Asia/Tehran
Hamadan Air Base	Hamadan	Iran	\N	OIHS	35.21160126	48.65340042	\N	\N
Ghazvin Azadi Airport	Abe-ali	Iran	\N	OIIA	35.95209885	50.45080185	E	Asia/Tehran
Kushke Nosrat Airport	Kushke Nosrat	Iran	\N	OIIC	34.98400116	50.80619812	E	Asia/Tehran
Doshan Tappeh Air Base	Teheran	Iran	\N	OIID	35.70299911	51.47510147	E	Asia/Tehran
Imam Khomeini International Airport	Tehran	Iran	IKA	OIIE	35.41609955	51.15219879	E	Asia/Tehran
Ghale Morghi Airport	Teheran	Iran	\N	OIIG	35.64479828	51.38069916	E	Asia/Tehran
Mehrabad International Airport	Teheran	Iran	THR	OIII	35.68920135	51.31340027	E	Asia/Tehran
Qazvin Airport	Ghazvin	Iran	GZW	OIIK	36.240101	50.0471	E	Asia/Tehran
Naja Airport	Khoram Dareh	Iran	\N	OIIM	35.77629852	50.88100052	E	Asia/Tehran
Payam International Airport	Karaj	Iran	PYK	OIIP	35.77610016	50.8266983	\N	\N
Bandar Abbas International Airport	Bandar Abbas	Iran	BND	OIKB	27.21829987	56.37779999	E	Asia/Tehran
Jiroft Airport	Jiroft	Iran	JYR	OIKJ	28.7269001	57.67029953	E	Asia/Tehran
Kerman Airport	Kerman	Iran	KER	OIKK	30.27440071	56.9510994	E	Asia/Tehran
Bam Airport	Bam	Iran	BXR	OIKM	29.08419991	58.45000076	E	Asia/Tehran
Havadarya Airport	Bandar Abbas	Iran	HDR	OIKP	27.1583004	56.17250061	E	Asia/Tehran
Dayrestan Airport	Gheshm I.	Iran	\N	OIKQ	26.75460052	55.90240097	E	Asia/Tehran
Rafsanjan Airport	Rafsanjan	Iran	RJN	OIKR	30.29770088	56.05110168	E	Asia/Tehran
Sirjan Airport	Sirjan	Iran	SYJ	OIKY	29.55089951	55.67269897	E	Asia/Tehran
Birjand Airport	Birjand	Iran	XBJ	OIMB	32.89810181	59.26610184	E	Asia/Tehran
Sarakhs Airport	Sarakhs	Iran	CKT	OIMC	36.50120163	61.06489944	E	Asia/Tehran
Shahroud Airport	Emam Shahr	Iran	RUD	OIMJ	36.4253006	55.10419846	E	Asia/Tehran
Mashhad International Airport	Mashhad	Iran	MHD	OIMM	36.23519897	59.64099884	E	Asia/Tehran
Bojnord Airport	Bojnourd	Iran	BJB	OIMN	37.49300003	57.30820084	E	Asia/Tehran
Sabzevar National Airport	Sabzevar	Iran	AFZ	OIMS	36.16809845	57.59519958	E	Asia/Tehran
Tabas Airport	Tabas	Iran	TCX	OIMT	33.6678009	56.8927002	E	Asia/Tehran
Kalaleh Airport	Kalaleh	Iran	KLM	OINE	37.38330078	55.45199966	E	Asia/Tehran
Gorgan Airport	Gorgan	Iran	GBT	OING	36.90940094	54.40129852	E	Asia/Tehran
Noshahr Airport	Noshahr	Iran	NSH	OINN	36.66329956	51.46469879	E	Asia/Tehran
Ramsar Airport	Ramsar	Iran	RZR	OINR	36.90990067	50.67959976	E	Asia/Tehran
Dasht-e Naz Airport	Dasht-e-naz	Iran	SRY	OINZ	36.63579941	53.1935997	E	Asia/Tehran
Fasa Airport	Fasa	Iran	FAZ	OISF	28.89179993	53.72330093	E	Asia/Tehran
Jahrom Airport	Jahrom	Iran	JAR	OISJ	28.58670044	53.57910156	E	Asia/Tehran
Lar Airport	Lar	Iran	LRR	OISL	27.67469978	54.38330078	E	Asia/Tehran
Lamerd Airport	Lamerd	Iran	LFM	OISR	27.37269974	53.18880081	E	Asia/Tehran
Shiraz Shahid Dastghaib International Airport	Shiraz	Iran	SYZ	OISS	29.53919983	52.58980179	E	Asia/Tehran
Yasouj Airport	Yasuj	Iran	YES	OISY	30.70050049	51.54510117	U	Asia/Tehran
Khoy Airport	Khoy	Iran	KHY	OITK	38.42750168	44.97359848	E	Asia/Tehran
Ardabil Airport	Ardabil	Iran	ADU	OITL	38.32569885	48.42440033	E	Asia/Tehran
Sahand Airport	Maragheh	Iran	ACP	OITM	37.34799957	46.12789917	E	Asia/Tehran
Parsabade Moghan Airport	Parsabad	Iran	PFQ	OITP	39.60359955	47.88150024	E	Asia/Tehran
Urmia Airport	Uromiyeh	Iran	OMH	OITR	37.66809845	45.06869888	E	Asia/Tehran
Tabriz International Airport	Tabriz	Iran	TBZ	OITT	38.13389969	46.23500061	E	Asia/Tehran
Zanjan Airport	Zanjan	Iran	JWN	OITZ	36.77370071	48.3594017	E	Asia/Tehran
Shahid Sadooghi Airport	Yazd	Iran	AZD	OIYY	31.9048996	54.2765007	E	Asia/Tehran
Zabol Airport	Zabol	Iran	ACZ	OIZB	31.09830093	61.54389954	E	Asia/Tehran
Konarak Airport	Chah Bahar	Iran	ZBR	OIZC	25.44330025	60.38209915	E	Asia/Tehran
Zahedan International Airport	Zahedan	Iran	ZAH	OIZH	29.47570038	60.90620041	E	Asia/Tehran
Iran Shahr Airport	Iran Shahr	Iran	IHR	OIZI	27.23609924	60.72000122	E	Asia/Tehran
Jask Airport	Jask	Iran	JSK	OIZJ	25.653601	57.799301	E	\N
Saravan Airport	Saravan	Iran	\N	OIZS	27.41930008	62.31579971	E	Asia/Tehran
Muwaffaq Salti Air Base	AZRAQ	Jordan	\N	OJ40	31.82559967	36.7820015	U	\N
Queen Alia International Airport	Amman	Jordan	AMM	OJAI	31.72260094	35.99319839	E	Asia/Amman
Amman-Marka International Airport	Amman	Jordan	ADJ	OJAM	31.97270012	35.99160004	E	Asia/Amman
Aqaba King Hussein International Airport	Aqaba	Jordan	AQJ	OJAQ	29.61160088	35.01810074	E	Asia/Amman
Prince Hassan Air Base	Hotel Four	Jordan	\N	OJHF	32.160702	37.149399	E	Asia/Amman
Jerusalem Airport	Jerusalem	West Bank	\N	OJJR	31.86470032	35.21920013	U	Asia/Jerusalem
King Hussein Air College	Mafraq	Jordan	OMF	OJMF	32.3564	36.259201	E	Asia/Amman
Ahmed Al Jaber Air Base	Ahmed Al Jaber AB	Kuwait	XIJ	OKAJ	28.93479919	47.79190063	\N	\N
Ali Al Salem Air Base	Kuwait	Kuwait	\N	OKAS	29.34670067	47.52080154	A	Asia/Kuwait
Kuwait International Airport	Kuwait	Kuwait	KWI	OKBK	29.22660065	47.96889877	U	Asia/Kuwait
Beirut Rafic Hariri International Airport	Beirut	Lebanon	BEY	OLBA	33.82089996	35.48839951	E	Asia/Beirut
Rene Mouawad Air Base	Kleiat	Lebanon	KYE	OLKA	34.58929825	36.01129913	E	Asia/Beirut
Rayak Air Base	Rayak	Lebanon	\N	OLRA	33.85079956	35.98770142	\N	\N
Abu Dhabi International Airport	Abu Dhabi	United Arab Emirates	AUH	OMAA	24.43300056	54.65110016	U	Asia/Dubai
Bateen Airport	Abu Dhabi	United Arab Emirates	AZI	OMAD	24.42830086	54.45809937	U	Asia/Dubai
Al Hamra Aux Airport	Al Hamra	United Arab Emirates	\N	OMAH	24.0739994	52.46360016	U	Asia/Dubai
Jebel Dhana Airport	Jebel Dhana	United Arab Emirates	\N	OMAJ	24.18740082	52.61399841	U	Asia/Dubai
Al Ain International Airport	Al Ain	United Arab Emirates	AAN	OMAL	24.26169968	55.60919952	U	Asia/Dubai
Al Dhafra Air Base	Abu Dhabi	United Arab Emirates	DHF	OMAM	24.24819946	54.54769897	U	Asia/Dubai
Arzanah Airport	Arzana	United Arab Emirates	\N	OMAR	24.78050041	52.55989838	U	Asia/Dubai
Das Island Airport	Das Island	United Arab Emirates	\N	OMAS	25.14620018	52.87369919	U	Asia/Dubai
Zirku Airport	Zirku	United Arab Emirates	\N	OMAZ	24.86249161	53.07714081	U	Asia/Dubai
Sir Bani Yas Airport	Sir Bani Yas Island	United Arab Emirates	XSB	OMBY	24.283611	52.580278	U	Asia/Dubai
Dubai International Airport	Dubai	United Arab Emirates	DXB	OMDB	25.25279999	55.36439896	U	Asia/Dubai
Al Minhad Air Base	Minhad AB	United Arab Emirates	NHD	OMDM	25.02680016	55.36619949	U	Asia/Dubai
Al Maktoum International Airport	Dubai	United Arab Emirates	DWC	OMDW	24.896356	55.161389	U	Asia/Dubai
Fujairah International Airport	Fujeirah	United Arab Emirates	FJR	OMFJ	25.11219978	56.32400131	U	Asia/Dubai
Ras Al Khaimah International Airport	Ras Al Khaimah	United Arab Emirates	RKT	OMRK	25.6135006	55.93880081	U	Asia/Dubai
Sharjah International Airport	Sharjah	United Arab Emirates	SHJ	OMSJ	25.32859993	55.51720047	U	Asia/Dubai
Duqm International Airport	Duqm	Oman	DQM	OODQ	19.501944	57.634167	N	\N
Khasab Air Base	Khasab	Oman	KHS	OOKB	26.17099953	56.24060059	U	Asia/Muscat
Masirah Air Base	Masirah	Oman	MSH	OOMA	20.67539978	58.89049911	U	Asia/Muscat
Muscat International Airport	Muscat	Oman	MCT	OOMS	23.59329987	58.28440094	U	Asia/Muscat
Rustaq Airport	Al Masna'ah	Oman	MNH	OORQ	23.640556	57.4875	\N	\N
Salalah Airport	Salalah	Oman	SLL	OOSA	17.0387001	54.09130096	U	Asia/Muscat
Sohar Airport	Sohar	Oman	OHS	OOSH	24.38604	56.62541	U	\N
Thumrait Air Base	Thumrait	Oman	TTH	OOTH	17.66600037	54.02460098	U	Asia/Muscat
Bhagatanwala Airport	Bhagtanwala	Pakistan	BHW	OPBG	32.05609894	72.9484024	N	Asia/Karachi
Bannu Airport	Bannu	Pakistan	BNP	OPBN	32.9729	70.527901	N	Asia/Karachi
Bahawalpur Airport	Bahawalpur	Pakistan	BHV	OPBW	29.34810066	71.71800232	N	Asia/Karachi
Chitral Airport	Chitral	Pakistan	CJL	OPCH	35.88660049	71.80059814	N	Asia/Karachi
Dalbandin Airport	Dalbandin	Pakistan	DBA	OPDB	28.87829971	64.39980316	N	Asia/Karachi
Dera Ghazi Khan Airport	Dera Ghazi Khan	Pakistan	DEA	OPDG	29.96100044	70.48590088	N	Asia/Karachi
Dera Ismael Khan Airport	Dera Ismael Khan	Pakistan	DSK	OPDI	31.90940094	70.89659882	N	Asia/Karachi
Faisalabad International Airport	Faisalabad	Pakistan	LYP	OPFA	31.36499977	72.99479675	N	Asia/Karachi
Gwadar International Airport	Gwadar	Pakistan	GWD	OPGD	25.23329926	62.32949829	N	Asia/Karachi
Gilgit Airport	Gilgit	Pakistan	GIL	OPGT	35.91880035	74.33360291	N	Asia/Karachi
New Islamabad International Airport	Islamabad	Pakistan	ISB	OPIS	33.560713	72.851613	U	\N
Shahbaz Air Base	Jacobsbad	Pakistan	JAG	OPJA	28.28420067	68.4496994	N	Asia/Karachi
Jiwani Airport	Jiwani	Pakistan	JIW	OPJI	25.06780052	61.80540085	N	Asia/Karachi
Jinnah International Airport	Karachi	Pakistan	KHI	OPKC	24.9065	67.160797	N	Asia/Karachi
Hyderabad Airport	Hyderabad	Pakistan	HDD	OPKD	25.3181	68.366096	N	Asia/Karachi
Khuzdar Airport	Khuzdar	Pakistan	KDD	OPKH	27.79059982	66.64730072	N	Asia/Karachi
Kadanwari Airport	Kadanwari	Pakistan	KCF	OPKW	27.16670036	69.3167038	U	\N
Alama Iqbal International Airport	Lahore	Pakistan	LHE	OPLA	31.52160072	74.4036026	N	Asia/Karachi
Walton Airport	Lahore	Pakistan	\N	OPLH	31.49480057	74.34619904	N	Asia/Karachi
Mangla Airport	Mangla	Pakistan	XJM	OPMA	33.05009842	73.63839722	N	Asia/Karachi
Muzaffarabad Airport	Muzaffarabad	Pakistan	MFG	OPMF	34.3390007	73.50859833	N	Asia/Karachi
Mianwali Air Base	Mianwali	Pakistan	MWD	OPMI	32.56309891	71.5707016	N	Asia/Karachi
Moenjodaro Airport	Moenjodaro	Pakistan	MJD	OPMJ	27.33519936	68.14309692	N	Asia/Karachi
Mirpur Khas Air Base	Mirpur Khas	Pakistan	\N	OPMK	25.682501	69.0728	\N	\N
Masroor Air Base	Karachi	Pakistan	\N	OPMR	24.89360046	66.938797	N	Asia/Karachi
Minhas Air Base	Kamra	Pakistan	ATG	OPMS	33.86909866	72.40090179	\N	\N
Multan International Airport	Multan	Pakistan	MUX	OPMT	30.20319939	71.4190979	N	Asia/Karachi
Shaheed Benazirabad Airport	Nawabshah	Pakistan	WNS	OPNH	26.2194	68.390099	N	Asia/Karachi
Okara Cantonment Airstrip	Okara	Pakistan	\N	OPOK	30.74099922	73.35769653	N	Asia/Karachi
Ormara Airport	Ormara Raik	Pakistan	ORW	OPOR	25.27470016	64.58599854	N	Asia/Karachi
Parachinar Airport	Parachinar	Pakistan	PAJ	OPPC	33.90209961	70.07160187	N	Asia/Karachi
Panjgur Airport	Panjgur	Pakistan	PJG	OPPG	26.9545002	64.13249969	N	Asia/Karachi
Pasni Airport	Pasni	Pakistan	PSI	OPPI	25.29050064	63.3451004	N	Asia/Karachi
Peshawar International Airport	Peshawar	Pakistan	PEW	OPPS	33.9939003	71.51460266	N	Asia/Karachi
Qasim Airport	Qasim	Pakistan	\N	OPQS	33.56019974	73.03320313	N	Asia/Karachi
Quetta International Airport	Quetta	Pakistan	UET	OPQT	30.25139999	66.93779755	N	Asia/Karachi
Shaikh Zaid Airport	Rahim Yar Khan	Pakistan	RYK	OPRK	28.38389969	70.27960205	N	Asia/Karachi
Benazir Bhutto International Airport	Islamabad	Pakistan	\N	OPRN	33.616699	73.099197	N	Asia/Karachi
Rafiqui Air Base	Shorkot	Pakistan	\N	OPRQ	30.75810051	72.28250122	\N	\N
Risalpur Air Base	Risalpur	Pakistan	\N	OPRS	34.08110046	71.97260284	N	Asia/Karachi
Rawalakot Airport	Rawala Kot	Pakistan	RAZ	OPRT	33.84970093	73.79810333	N	Asia/Karachi
Skardu Airport	Skardu	Pakistan	KDU	OPSD	35.33549881	75.53600311	N	Asia/Karachi
Faisal Air Base	Karachi	Pakistan	\N	OPSF	24.87420082	67.11849976	\N	\N
Sukkur Airport	Sukkur	Pakistan	SKZ	OPSK	27.72200012	68.79170227	N	Asia/Karachi
Sehwan Sharif Airport	Sehwan Sharif	Pakistan	SYW	OPSN	26.47310066	67.71720123	N	Asia/Karachi
Mushaf Air Base	Sargodha	Pakistan	SGI	OPSR	32.04859924	72.66500092	\N	\N
Saidu Sharif Airport	Saidu Sharif	Pakistan	SDT	OPSS	34.81359863	72.35279846	N	Asia/Karachi
Sialkot Airport	Sialkot	Pakistan	SKT	OPST	32.53555679	74.3638916	N	Asia/Karachi
Sui Airport	Sui	Pakistan	SUL	OPSU	28.64509964	69.17690277	N	Asia/Karachi
Sawan Airport	Sindh	Pakistan	RZS	OPSW	26.9662	68.878098	U	\N
Talhar Airport	Talhar	Pakistan	BDN	OPTH	24.84149933	68.83840179	N	Asia/Karachi
Turbat International Airport	Turbat	Pakistan	TUK	OPTU	25.9864006	63.03020096	N	Asia/Karachi
Wana Airport	Wana	Pakistan	WAF	OPWN	32.30469894	69.57039642	N	Asia/Karachi
Zhob Airport	Zhob	Pakistan	PZH	OPZB	31.35840034	69.46360016	N	Asia/Karachi
Al Asad Air Base	Al Asad	Iraq	IQA	ORAA	33.78559875	42.44120026	U	Asia/Baghdad
Al Taqaddum Air Base	Al Taqaddum	Iraq	TQD	ORAT	33.33810043	43.5970993	U	Asia/Baghdad
Joint Base Balad	Al Bakr	Iraq	XQC	ORBD	33.94020081	44.36159897	U	Asia/Baghdad
Baghdad International Airport	Baghdad	Iraq	BGW	ORBI	33.26250076	44.23460007	U	Asia/Baghdad
Mosul International Airport	Mosul	Iraq	OSM	ORBM	36.305801	43.1474	U	Asia/Baghdad
Erbil International Airport	Erbil	Iraq	EBL	ORER	36.23759842	43.96319962	U	Asia/Baghdad
Kirkuk Air Base	Kirkuk	Iraq	KIK	ORKK	35.4695015	44.34889984	N	Asia/Baghdad
Basrah International Airport	Basrah	Iraq	BSR	ORMM	30.54910088	47.66210175	U	Asia/Baghdad
Al Najaf International Airport	Najaf	Iraq	NJF	ORNI	31.989853	44.404317	U	Asia/Baghdad
Qayyarah West Airport	Qayyarah	Iraq	RQW	ORQW	35.76720047	43.12509918	\N	\N
Al Sahra Army Air Field	Tikrit	Iraq	\N	ORSH	34.6731987	43.54299927	\N	\N
Sulaymaniyah International Airport	Sulaymaniyah	Iraq	ISU	ORSU	35.5617485	45.31673813	U	Asia/Baghdad
Tall Afar Army Air Field	Tall Afar	Iraq	\N	ORTF	36.28310013	42.40299988	\N	\N
Al Taji Army Air Field	Taji	Iraq	\N	ORTI	33.52389908	44.25669861	\N	\N
Ali Air Base	Nasiriyah	Iraq	\N	ORTL	30.93580055	46.09009933	U	\N
Ubaydah Bin Al Jarrah Airport	Al Cut	Iraq	\N	ORUB	32.48199844	45.75709915	\N	\N
Aleppo International Airport	Aleppo	Syria	ALP	OSAP	36.18069839	37.22439957	E	Asia/Damascus
Damascus International Airport	Damascus	Syria	DAM	OSDI	33.41149902	36.5155983	E	Asia/Damascus
Deir ez-Zor Air Base	Deire Zor	Syria	DEZ	OSDZ	35.2854	40.175999	E	Asia/Damascus
Kamishly Airport	Kamishly	Syria	KAC	OSKL	37.02059937	41.19139862	E	Asia/Damascus
Bassel Al-Assad International Airport	Latakia	Syria	LTK	OSLK	35.40110016	35.94869995	E	Asia/Damascus
Palmyra Airport	Palmyra	Syria	PMS	OSPR	34.5574	38.316898	E	Asia/Damascus
Doha International Airport	Doha	Qatar	DIA	OTBD	25.261101	51.565102	U	Asia/Qatar
Al Udeid Air Base	Doha	Qatar	XJD	OTBH	25.11730003	51.31499863	N	Asia/Qatar
Hamad International Airport	Doha	Qatar	DOH	OTHH	25.273056	51.608056	N	\N
Aden International Airport	Aden	Yemen	ADE	OYAA	12.8295002	45.02880096	U	Asia/Aden
Ataq Airport	Ataq	Yemen	AXK	OYAT	14.55130005	46.82619858	U	Asia/Aden
Al Badie Airport	Al Badie	Yemen	\N	OYBA	18.71929932	50.8368988	U	Asia/Aden
Beihan Airport	Beihan	Yemen	BHN	OYBN	14.78199959	45.7201004	U	Asia/Aden
Al Ghaidah International Airport	Al Ghaidah Intl	Yemen	AAY	OYGD	16.19169998	52.17499924	U	Asia/Aden
Hodeidah International Airport	Hodeidah	Yemen	HOD	OYHD	14.75300026	42.97629929	U	Asia/Aden
Mukalla International Airport	Mukalla	Yemen	RIY	OYRN	14.66259956	49.375	U	Asia/Aden
Sana'a International Airport	Sanaa	Yemen	SAH	OYSN	15.47630024	44.21969986	U	Asia/Aden
Socotra International Airport	Socotra	Yemen	SCT	OYSQ	12.63070011	53.90579987	U	Asia/Aden
Sayun International Airport	Sayun Intl	Yemen	GXF	OYSY	15.96609974	48.78829956	U	Asia/Aden
Ta'izz International Airport	Taiz	Yemen	TAI	OYTZ	13.68599987	44.13909912	U	Asia/Aden
